 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Aluminum.txt

 Ion = Molybdenum [42] , Mass = 93.905 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   3.998E+03  2.850E+02    3.44 um     2928 A      3463 A   
  11.00 MeV   4.255E+03  2.662E+02    3.66 um     3003 A      3589 A   
  12.00 MeV   4.493E+03  2.499E+02    3.88 um     3069 A      3701 A   
  13.00 MeV   4.714E+03  2.358E+02    4.08 um     3127 A      3802 A   
  14.00 MeV   4.919E+03  2.233E+02    4.28 um     3179 A      3894 A   
  15.00 MeV   5.109E+03  2.122E+02    4.46 um     3226 A      3978 A   
  16.00 MeV   5.287E+03  2.022E+02    4.65 um     3268 A      4056 A   
  17.00 MeV   5.453E+03  1.933E+02    4.83 um     3308 A      4128 A   
  18.00 MeV   5.608E+03  1.852E+02    5.00 um     3344 A      4195 A   
  20.00 MeV   5.894E+03  1.710E+02    5.33 um     3425 A      4316 A   
  22.50 MeV   6.211E+03  1.563E+02    5.73 um     3522 A      4450 A   
  25.00 MeV   6.494E+03  1.442E+02    6.12 um     3607 A      4567 A   
  27.50 MeV   6.752E+03  1.339E+02    6.48 um     3682 A      4671 A   
  30.00 MeV   6.990E+03  1.252E+02    6.84 um     3750 A      4766 A   
  32.50 MeV   7.212E+03  1.176E+02    7.18 um     3811 A      4852 A   
  35.00 MeV   7.422E+03  1.110E+02    7.52 um     3868 A      4931 A   
  37.50 MeV   7.622E+03  1.051E+02    7.85 um     3919 A      5003 A   
  40.00 MeV   7.814E+03  9.986E+01    8.16 um     3968 A      5071 A   
  45.00 MeV   8.176E+03  9.094E+01    8.78 um     4101 A      5193 A   
  50.00 MeV   8.516E+03  8.360E+01    9.37 um     4219 A      5302 A   
  55.00 MeV   8.838E+03  7.744E+01    9.94 um     4324 A      5398 A   
  60.00 MeV   9.143E+03  7.219E+01   10.49 um     4419 A      5486 A   
  65.00 MeV   9.433E+03  6.766E+01   11.03 um     4506 A      5566 A   
  70.00 MeV   9.710E+03  6.371E+01   11.54 um     4585 A      5639 A   
  80.00 MeV   1.023E+04  5.713E+01   12.54 um     4831 A      5770 A   
  90.00 MeV   1.069E+04  5.187E+01   13.49 um     5042 A      5884 A   
 100.00 MeV   1.112E+04  4.756E+01   14.40 um     5229 A      5984 A   
 110.00 MeV   1.150E+04  4.395E+01   15.28 um     5395 A      6075 A   
 120.00 MeV   1.184E+04  4.089E+01   16.13 um     5547 A      6157 A   
 130.00 MeV   1.215E+04  3.826E+01   16.96 um     5686 A      6232 A   
 140.00 MeV   1.243E+04  3.597E+01   17.77 um     5815 A      6301 A   
 150.00 MeV   1.268E+04  3.395E+01   18.57 um     5936 A      6366 A   
