 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 14, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Silicon.txt

 Ion = Hydrogen [1] , Mass = 2.014 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 250.00 MeV   1.157E+00  4.479E-04  123.40 mm     5.25 mm     3.39 mm  
 275.00 MeV   1.083E+00  4.104E-04  145.71 mm     6.16 mm     3.97 mm  
 300.00 MeV   1.020E+00  3.788E-04  169.47 mm     7.06 mm     4.59 mm  
 325.00 MeV   9.661E-01  3.519E-04  194.62 mm     7.94 mm     5.24 mm  
 350.00 MeV   9.197E-01  3.287E-04  221.10 mm     8.83 mm     5.91 mm  
 375.00 MeV   8.793E-01  3.085E-04  248.86 mm     9.71 mm     6.62 mm  
 400.00 MeV   8.437E-01  2.907E-04  277.84 mm    10.59 mm     7.34 mm  
 450.00 MeV   7.841E-01  2.608E-04  339.24 mm    13.78 mm     8.87 mm  
 500.00 MeV   7.360E-01  2.366E-04  404.98 mm    16.72 mm    10.48 mm  
 550.00 MeV   6.965E-01  2.167E-04  474.73 mm    19.51 mm    12.16 mm  
 600.00 MeV   6.635E-01  2.000E-04  548.19 mm    22.20 mm    13.91 mm  
 650.00 MeV   6.355E-01  1.857E-04  625.10 mm    24.83 mm    15.72 mm  
 700.00 MeV   6.115E-01  1.734E-04  705.21 mm    27.40 mm    17.58 mm  
 800.00 MeV   5.726E-01  1.532E-04  874.05 mm    36.54 mm    21.43 mm  
 900.00 MeV   5.425E-01  1.374E-04    1.05 m     44.66 mm    25.42 mm  
   1.00 GeV   5.186E-01  1.246E-04    1.24 m     52.19 mm    29.51 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  6.6144E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
